timestep,ax,ay,az,gx,gy,gz,flex1,flex2,flex3,flex4,flex5
348,-415.0,3286.0,-1374.0,230.0,32.0,66.0,155,82,125,103,90
349,-1167.0,5764.0,-3420.0,105.0,-190.0,-449.0,157,84,130,103,90
350,395.0,5709.0,-3958.0,-99.0,-704.0,-1032.0,161,82,131,106,89
351,7033.0,4218.0,-3448.0,-362.0,-1221.0,-1368.0,166,72,114,95,83
352,10894.0,-8636.0,1536.0,-530.0,-482.0,-460.0,177,71,122,99,90
353,3626.0,-7906.0,-915.0,363.0,445.0,110.0,164,61,123,95,95
354,784.0,-963.0,-80.0,-205.0,175.0,177.0,175,70,116,96,102
355,285.0,-2919.0,474.0,-37.0,-34.0,159.0,158,66,123,101,103
356,280.0,-1832.0,887.0,110.0,116.0,248.0,171,77,126,98,101
357,99.0,-1116.0,477.0,-2.0,195.0,304.0,143,51,107,77,79
358,300.0,-915.0,271.0,41.0,213.0,217.0,158,59,113,83,86
359,242.0,-943.0,393.0,46.0,191.0,255.0,153,54,122,81,83
360,367.0,-796.0,537.0,-21.0,242.0,343.0,149,59,114,83,84
361,339.0,-477.0,406.0,-70.0,274.0,371.0,158,69,128,87,91
362,-61.0,104.0,65.0,99.0,252.0,361.0,163,78,135,100,93
363,-331.0,478.0,-246.0,14.0,203.0,359.0,159,77,133,100,91
364,-541.0,597.0,-576.0,104.0,105.0,325.0,159,76,123,103,91
365,-174.0,1034.0,-761.0,272.0,72.0,267.0,154,74,110,97,88
366,-672.0,2764.0,-1655.0,262.0,-18.0,81.0,135,56,76,76,66
367,-857.0,4041.0,-2102.0,29.0,-194.0,-455.0,137,53,90,76,65
368,-858.0,4242.0,-3934.0,-203.0,-576.0,-1120.0,125,55,96,79,70
369,7896.0,3765.0,-3973.0,-363.0,-1449.0,-1456.0,144,63,112,87,85
370,10417.0,-8109.0,3479.0,-764.0,-575.0,-368.0,172,68,114,95,95
371,4075.0,-8345.0,-1901.0,685.0,392.0,89.0,153,66,70,83,93
372,312.0,-500.0,-560.0,-78.0,83.0,276.0,150,55,88,79,86
373,494.0,-2541.0,1397.0,-76.0,115.0,240.0,147,46,105,75,78
374,164.0,-1468.0,606.0,129.0,246.0,333.0,151,52,109,77,74
375,-110.0,-940.0,304.0,36.0,184.0,350.0,174,77,134,105,110
376,117.0,-953.0,434.0,14.0,211.0,350.0,176,88,132,108,115
377,396.0,-515.0,477.0,48.0,294.0,376.0,196,112,155,131,136
378,140.0,-338.0,132.0,50.0,265.0,412.0,280,203,245,218,222
379,93.0,-4.0,-318.0,90.0,195.0,360.0,278,207,251,214,228
380,-202.0,161.0,204.0,212.0,259.0,306.0,230,155,187,169,186
381,-443.0,334.0,-634.0,114.0,173.0,288.0,160,87,80,94,120
382,-425.0,793.0,-1213.0,161.0,108.0,278.0,153,82,91,89,129
383,-650.0,1260.0,-1202.0,159.0,46.0,176.0,151,90,106,121,125
384,-689.0,2562.0,-2559.0,76.0,-159.0,-65.0,163,101,108,135,120
385,-689.0,3643.0,-3156.0,-122.0,-419.0,-534.0,172,117,114,142,144
386,550.0,4256.0,-3616.0,-291.0,-696.0,-1082.0,151,98,65,116,134
387,6275.0,494.0,-1597.0,-241.0,-766.0,-1199.0,157,92,22,117,137
388,7608.0,-8213.0,-368.0,-222.0,-904.0,-249.0,167,102,29,123,143
389,4806.0,-5936.0,1222.0,428.0,122.0,207.0,188,102,96,148,167
390,943.0,-1028.0,-312.0,453.0,637.0,253.0,187,117,51,150,164
391,186.0,-1771.0,-713.0,-523.0,359.0,154.0,176,117,120,140,147
392,-734.0,-1814.0,62.0,-9.0,158.0,280.0,165,129,32,132,142
393,-317.0,-1594.0,-109.0,272.0,32.0,409.0,158,119,86,120,139
394,102.0,-708.0,286.0,91.0,165.0,334.0,157,116,107,122,138
395,66.0,-221.0,-228.0,33.0,257.0,290.0,213,167,173,171,194
396,-160.0,-36.0,204.0,0.0,241.0,292.0,200,156,126,169,185
397,-390.0,-17.0,-172.0,72.0,168.0,316.0,198,156,155,172,185
398,-204.0,270.0,-217.0,126.0,2.0,322.0,196,159,131,169,186
399,-143.0,841.0,-489.0,98.0,10.0,248.0,192,156,152,166,180
400,-343.0,1197.0,-444.0,159.0,52.0,165.0,158,120,119,138,147
401,-584.0,1711.0,-1021.0,186.0,36.0,9.0,152,124,134,138,153
402,-740.0,2146.0,-2056.0,61.0,-186.0,-270.0,162,128,140,142,157
403,-718.0,2569.0,-928.0,-148.0,-344.0,-776.0,165,128,170,145,163
404,1369.0,3655.0,-2206.0,-260.0,-607.0,-1348.0,182,147,163,165,184
405,8634.0,-3747.0,-980.0,-755.0,-908.0,-1036.0,172,126,114,144,157
406,6968.0,-8873.0,428.0,35.0,-331.0,53.0,195,154,143,166,184
407,3465.0,-3821.0,379.0,591.0,367.0,369.0,194,147,133,168,185
408,-20.0,-1375.0,1002.0,-97.0,490.0,369.0,161,126,132,140,154
409,-290.0,-1474.0,175.0,-112.0,162.0,351.0,205,161,116,178,193
410,-228.0,-983.0,481.0,31.0,227.0,362.0,191,151,65,165,181
411,-163.0,-510.0,143.0,210.0,124.0,401.0,191,156,156,167,180
412,-81.0,-55.0,769.0,149.0,286.0,314.0,185,135,149,158,164
413,-245.0,104.0,293.0,-15.0,352.0,244.0,178,121,141,153,149
414,-292.0,-124.0,-85.0,-21.0,220.0,199.0,150,93,26,121,105
415,-438.0,-2.0,-147.0,24.0,68.0,193.0,153,87,100,123,104
416,-489.0,255.0,-221.0,-13.0,16.0,174.0,151,67,97,113,97
417,-308.0,610.0,-63.0,10.0,148.0,145.0,146,65,111,106,92
418,-754.0,1355.0,-869.0,174.0,96.0,53.0,161,73,102,105,104
419,-1196.0,3162.0,-2042.0,61.0,-83.0,-256.0,167,80,123,74,101
420,36.0,4792.0,-3659.0,-41.0,-534.0,-903.0,166,78,122,95,91
421,2492.0,3875.0,-3428.0,-301.0,-1194.0,-1209.0,172,79,138,101,93
422,9347.0,-1551.0,-1802.0,-889.0,-1235.0,-940.0,181,69,119,103,96
423,7658.0,-10983.0,784.0,379.0,446.0,47.0,186,81,137,111,110
424,-34.0,-924.0,-2657.0,407.0,248.0,197.0,168,72,123,98,94
425,942.0,-2099.0,356.0,-297.0,-28.0,118.0,166,65,121,90,98
426,822.0,-3564.0,699.0,158.0,114.0,349.0,163,61,122,82,92
427,570.0,-1526.0,423.0,246.0,227.0,413.0,161,68,128,92,96
428,394.0,-685.0,361.0,207.0,267.0,409.0,184,88,148,110,112
429,307.0,-506.0,313.0,154.0,335.0,408.0,151,55,117,81,84
430,145.0,-170.0,-8.0,128.0,294.0,448.0,143,50,98,75,76
431,328.0,167.0,98.0,150.0,299.0,386.0,143,47,113,78,75
432,-136.0,543.0,-183.0,100.0,306.0,354.0,146,52,108,75,74
433,-350.0,529.0,-411.0,62.0,221.0,303.0,146,49,114,83,72
434,-452.0,669.0,-484.0,101.0,124.0,226.0,149,54,95,85,68
435,-297.0,1473.0,-638.0,169.0,32.0,134.0,145,59,69,80,76
436,-256.0,2489.0,-1813.0,152.0,-59.0,-49.0,145,56,75,82,69
437,-470.0,3523.0,-2464.0,97.0,-230.0,-437.0,119,42,86,65,55
438,343.0,3699.0,-3233.0,-101.0,-559.0,-997.0,135,38,94,69,59
439,3341.0,2012.0,-2197.0,-253.0,-1067.0,-1215.0,143,53,100,68,69
440,9113.0,-4720.0,1796.0,-759.0,-847.0,-677.0,156,51,89,74,90
441,5137.0,-9139.0,459.0,-13.0,133.0,-43.0,149,50,115,80,90
442,1435.0,-2503.0,-484.0,252.0,233.0,229.0,143,50,94,77,90
443,152.0,-1350.0,-135.0,-84.0,92.0,132.0,146,44,108,69,77
444,282.0,-2042.0,731.0,-25.0,-17.0,162.0,143,44,108,68,75
445,404.0,-2028.0,394.0,14.0,73.0,228.0,139,46,105,65,76
446,490.0,-1433.0,347.0,-54.0,114.0,304.0,149,49,116,76,82
447,712.0,-816.0,518.0,-37.0,157.0,270.0,156,50,115,70,79
448,412.0,-1011.0,335.0,91.0,222.0,309.0,148,52,117,74,77
449,286.0,-365.0,-112.0,41.0,288.0,349.0,149,48,81,78,85
450,21.0,-314.0,-20.0,76.0,302.0,389.0,138,61,13,78,85
451,-81.0,-193.0,-345.0,165.0,225.0,394.0,135,53,66,64,70
452,-246.0,389.0,-311.0,135.0,206.0,398.0,125,61,95,77,74
453,-127.0,904.0,-543.0,161.0,216.0,385.0,122,68,88,73,69
454,-348.0,1090.0,-1017.0,163.0,157.0,304.0,120,72,82,81,67
455,-414.0,2663.0,-2427.0,184.0,-37.0,71.0,123,82,92,83,68
456,-694.0,4240.0,-3545.0,87.0,-467.0,-501.0,119,97,94,82,64
457,559.0,4257.0,-3597.0,-5.0,-1022.0,-1032.0,112,93,71,86,66
458,6993.0,1753.0,-1004.0,-101.0,-1434.0,-1065.0,114,107,122,85,85
459,8770.0,-5980.0,1654.0,-366.0,-1005.0,-409.0,121,74,116,78,77
460,5956.0,-5884.0,1547.0,337.0,277.0,124.0,125,53,108,75,90
461,204.0,-1413.0,1282.0,136.0,362.0,181.0,108,88,63,82,94
462,358.0,-1637.0,895.0,-242.0,167.0,217.0,116,64,84,87,97
463,545.0,-1889.0,1155.0,0.0,175.0,212.0,120,112,146,85,96
464,479.0,-1377.0,892.0,61.0,283.0,245.0,119,71,149,82,97
465,270.0,-933.0,656.0,36.0,282.0,317.0,111,109,122,79,91
466,297.0,-343.0,499.0,9.0,276.0,341.0,110,107,83,78,90
467,209.0,-171.0,264.0,44.0,316.0,353.0,110,101,85,79,87
468,0.0,128.0,-21.0,34.0,332.0,358.0,112,93,85,78,85
469,-135.0,342.0,-258.0,27.0,279.0,316.0,113,116,137,87,80
470,-383.0,407.0,-410.0,81.0,223.0,228.0,114,112,117,87,78
471,-398.0,676.0,-492.0,122.0,185.0,175.0,116,102,108,88,82
472,-496.0,1027.0,-795.0,101.0,122.0,144.0,118,102,114,88,85
473,-613.0,1822.0,-1577.0,113.0,31.0,6.0,118,119,115,90,85
474,-956.0,2706.0,-2846.0,59.0,-283.0,-335.0,110,110,119,79,71
475,-948.0,3569.0,-2794.0,-18.0,-775.0,-931.0,108,104,107,81,75
476,4659.0,2903.0,-2293.0,-162.0,-1421.0,-1171.0,103,111,85,90,91
477,6804.0,-5504.0,2272.0,-172.0,-773.0,-436.0,128,92,128,86,107
478,6067.0,-5654.0,2141.0,172.0,144.0,196.0,131,79,144,94,107
479,327.0,-1846.0,1202.0,220.0,385.0,171.0,125,107,107,90,103
480,-525.0,-692.0,455.0,-164.0,240.0,177.0,118,97,51,89,102
481,-322.0,-1381.0,462.0,-91.0,133.0,175.0,122,85,138,90,101
482,166.0,-1201.0,811.0,-57.0,185.0,174.0,125,101,150,92,103
483,193.0,-1174.0,592.0,-87.0,211.0,221.0,125,104,106,97,96
484,98.0,-848.0,434.0,-56.0,208.0,248.0,125,92,123,91,102
485,165.0,-635.0,833.0,-80.0,238.0,279.0,125,82,134,94,94
486,36.0,-388.0,320.0,-68.0,275.0,280.0,124,68,146,91,91
487,-219.0,-296.0,266.0,-28.0,216.0,289.0,131,55,74,88,86
488,-320.0,83.0,-102.0,-98.0,139.0,252.0,125,48,80,77,73
489,-455.0,418.0,-339.0,6.0,82.0,196.0,123,37,77,69,71
490,-426.0,1847.0,-439.0,26.0,60.0,114.0,125,34,92,70,65
491,-857.0,3308.0,-1859.0,161.0,34.0,-200.0,122,34,90,69,57
492,-1459.0,3493.0,-3169.0,57.0,-352.0,-565.0,128,33,85,68,58
493,790.0,4172.0,-2742.0,-57.0,-836.0,-1014.0,132,41,92,75,62
494,7256.0,383.0,-3129.0,-678.0,-1275.0,-879.0,145,42,63,78,70
495,8404.0,-9356.0,3156.0,-354.0,-180.0,-206.0,148,37,83,79,73
496,823.0,-6192.0,-1956.0,737.0,525.0,97.0,139,43,94,78,76
497,-441.0,-404.0,-1342.0,-172.0,158.0,163.0,134,35,107,75,70
498,455.0,-3098.0,237.0,-60.0,-31.0,171.0,129,42,107,76,72
499,659.0,-2045.0,785.0,132.0,83.0,265.0,137,43,111,73,72
500,403.0,-1087.0,564.0,140.0,174.0,279.0,141,43,111,74,69
501,59.0,-825.0,391.0,60.0,177.0,268.0,146,44,112,74,72
502,203.0,-774.0,347.0,48.0,151.0,281.0,145,47,113,76,74
503,283.0,-728.0,438.0,115.0,198.0,281.0,141,47,114,74,76
504,13.0,-233.0,103.0,80.0,271.0,275.0,147,47,118,82,76
505,-350.0,-41.0,-144.0,21.0,205.0,268.0,133,42,112,75,63
506,-305.0,-9.0,147.0,5.0,126.0,274.0,134,44,114,78,66
507,-156.0,661.0,100.0,138.0,161.0,263.0,130,43,110,74,65
508,-276.0,1733.0,-740.0,196.0,189.0,228.0,126,44,105,77,61
509,-1360.0,4001.0,-2826.0,180.0,20.0,-126.0,133,46,111,86,63
510,-1373.0,4975.0,-3869.0,-18.0,-419.0,-758.0,137,48,92,77,62
511,3104.0,3948.0,-2658.0,-202.0,-987.0,-1136.0,141,48,113,78,68
512,7359.0,-3365.0,-208.0,-281.0,-1041.0,-831.0,145,45,104,80,83
513,7212.0,-7418.0,2559.0,-165.0,-198.0,-153.0,147,39,98,75,83
514,2249.0,-4932.0,-1040.0,318.0,340.0,165.0,138,39,93,65,76
515,359.0,-1407.0,-325.0,-83.0,203.0,194.0,141,43,109,77,76
516,462.0,-2269.0,271.0,-6.0,74.0,233.0,144,44,111,76,79
517,139.0,-1395.0,571.0,74.0,86.0,245.0,143,47,112,77,81
518,281.0,-1125.0,763.0,62.0,165.0,256.0,144,48,106,79,83
519,375.0,-1093.0,622.0,0.0,261.0,296.0,146,50,91,76,85
520,137.0,-624.0,253.0,17.0,287.0,312.0,141,51,84,76,84
521,68.0,-411.0,357.0,52.0,236.0,333.0,142,49,76,74,84
522,81.0,-117.0,142.0,91.0,273.0,332.0,136,46,69,80,79
523,-65.0,-304.0,384.0,75.0,267.0,324.0,136,31,61,76,82
524,-331.0,-58.0,-397.0,68.0,206.0,331.0,129,42,74,77,73
525,-401.0,899.0,-218.0,106.0,119.0,356.0,131,40,86,78,75
526,-176.0,1542.0,-1258.0,146.0,83.0,274.0,134,42,75,78,73
527,-1327.0,4613.0,-3187.0,131.0,-72.0,-291.0,123,42,82,71,62
528,25.0,5069.0,-4377.0,-243.0,-546.0,-902.0,121,43,81,71,58
529,3163.0,5944.0,-4203.0,-379.0,-1237.0,-1497.0,116,42,73,74,62
530,11125.0,-2498.0,411.0,-738.0,-1067.0,-1013.0,95,27,79,74,70
531,8817.0,-10257.0,-97.0,432.0,414.0,6.0,89,28,94,67,72
532,382.0,-342.0,-1243.0,118.0,389.0,261.0,118,49,13,77,71
533,402.0,-2253.0,1021.0,-219.0,35.0,168.0,98,52,103,79,82
534,522.0,-2569.0,517.0,61.0,139.0,321.0,111,58,98,88,88
535,171.0,-1276.0,287.0,74.0,163.0,351.0,152,85,147,114,114
536,68.0,-874.0,198.0,34.0,162.0,318.0,150,90,146,115,118
537,159.0,-932.0,277.0,64.0,184.0,319.0,206,148,200,172,175
538,243.0,-620.0,185.0,74.0,180.0,354.0,254,193,246,217,219
539,106.0,-313.0,136.0,64.0,196.0,378.0,191,131,176,148,153
540,-214.0,-10.0,-107.0,47.0,212.0,357.0,149,74,135,103,104
541,-208.0,263.0,0.0,36.0,166.0,320.0,149,70,125,101,98
542,-344.0,653.0,-249.0,95.0,125.0,307.0,142,70,123,86,90
543,-498.0,1885.0,-648.0,86.0,93.0,191.0,146,68,122,96,88
544,-682.0,2329.0,-1368.0,116.0,18.0,-47.0,154,75,132,110,93
545,-638.0,3437.0,-2314.0,160.0,-178.0,-343.0,163,86,138,110,100
546,-339.0,4388.0,-3040.0,59.0,-564.0,-845.0,162,90,142,108,102
547,2901.0,2156.0,-2576.0,16.0,-1078.0,-1075.0,160,86,145,113,105
548,8072.0,-2084.0,3055.0,-217.0,-1020.0,-527.0,120,65,79,78,96
549,6072.0,-7643.0,3044.0,18.0,239.0,-96.0,200,140,172,163,177
550,1483.0,-2812.0,661.0,141.0,339.0,189.0,230,168,203,193,195
551,832.0,-2156.0,755.0,-245.0,192.0,180.0,200,133,183,160,170
552,34.0,-2468.0,434.0,-23.0,211.0,328.0,146,87,140,110,115
553,82.0,-915.0,672.0,81.0,174.0,354.0,173,111,152,136,140
554,-26.0,-376.0,737.0,8.0,259.0,250.0,180,116,167,134,146
555,-270.0,-618.0,204.0,-44.0,290.0,233.0,176,110,166,133,138
556,-324.0,-365.0,-167.0,-81.0,245.0,244.0,181,116,169,138,142
557,-180.0,-385.0,14.0,-16.0,173.0,262.0,144,73,127,96,98
558,14.0,-105.0,102.0,-18.0,215.0,281.0,144,70,111,90,95
559,-44.0,45.0,-108.0,-27.0,254.0,300.0,151,71,98,99,106
560,-82.0,406.0,-272.0,62.0,214.0,305.0,155,81,107,103,99
561,-164.0,741.0,-834.0,180.0,105.0,298.0,168,91,108,118,106
562,-384.0,1303.0,-2130.0,228.0,-79.0,188.0,180,105,99,126,113
563,-1533.0,2874.0,-3562.0,142.0,-292.0,-206.0,182,121,64,121,112
564,424.0,2286.0,-5548.0,225.0,-1038.0,-631.0,135,97,79,84,80
565,5997.0,266.0,-3220.0,614.0,-1624.0,-292.0,135,83,100,99,95
566,7793.0,1159.0,2098.0,731.0,-1339.0,-135.0,161,115,120,119,123
567,5928.0,479.0,7347.0,111.0,-152.0,-38.0,136,108,85,91,100
568,2326.0,142.0,3117.0,-46.0,164.0,-2.0,138,119,91,106,111
569,1075.0,-117.0,2590.0,-121.0,193.0,38.0,119,99,93,88,87
570,661.0,-238.0,1864.0,-135.0,272.0,45.0,125,114,104,96,100
571,718.0,-46.0,1918.0,-139.0,409.0,34.0,118,95,86,92,102
572,465.0,-536.0,1361.0,-100.0,361.0,48.0,122,110,123,103,108
573,380.0,22.0,1048.0,-153.0,344.0,73.0,130,115,128,104,112
574,320.0,59.0,766.0,-201.0,406.0,72.0,134,122,137,112,116
575,-107.0,-491.0,58.0,12.0,309.0,31.0,138,118,144,119,122
576,-10.0,283.0,386.0,-25.0,313.0,50.0,129,123,135,112,115
577,-62.0,183.0,-70.0,-134.0,363.0,67.0,99,86,106,85,80
578,-338.0,-66.0,-493.0,-100.0,316.0,130.0,102,87,101,80,74
579,-896.0,100.0,-1275.0,109.0,148.0,52.0,94,91,101,85,76
580,-647.0,1028.0,-958.0,124.0,-15.0,-1.0,99,93,111,90,83
581,-1009.0,816.0,-2044.0,74.0,-189.0,-94.0,96,95,88,85,81
582,-1052.0,668.0,-5208.0,400.0,-884.0,-190.0,104,103,98,81,86
583,4076.0,975.0,-3353.0,456.0,-1488.0,-80.0,108,88,97,93,87
584,5524.0,650.0,3728.0,391.0,-1017.0,45.0,125,111,108,97,102
585,5110.0,1809.0,5817.0,156.0,-164.0,-47.0,112,97,81,82,92
586,2845.0,737.0,3656.0,-48.0,125.0,10.0,111,97,72,82,92
587,1601.0,63.0,2432.0,-173.0,235.0,63.0,114,97,87,81,83
588,556.0,117.0,1525.0,-178.0,276.0,49.0,123,106,103,89,90
589,433.0,124.0,1380.0,-145.0,318.0,37.0,131,103,113,101,101
590,574.0,-19.0,1206.0,-157.0,337.0,94.0,130,100,112,101,107
591,468.0,-73.0,1202.0,-292.0,416.0,152.0,133,106,97,103,108
592,654.0,283.0,750.0,-381.0,510.0,175.0,134,103,101,101,105
593,603.0,319.0,442.0,-347.0,567.0,165.0,134,111,93,99,105
594,556.0,336.0,-99.0,-277.0,597.0,142.0,116,89,84,78,79
595,2.0,70.0,-494.0,-171.0,504.0,132.0,111,89,90,82,79
596,-191.0,23.0,-500.0,28.0,348.0,128.0,113,91,80,84,82
597,-617.0,-40.0,-1180.0,-25.0,171.0,127.0,113,93,81,95,90
598,-825.0,339.0,-848.0,7.0,80.0,127.0,112,92,110,71,107
599,-389.0,814.0,-1291.0,70.0,-7.0,105.0,127,107,118,100,112
600,-642.0,1534.0,-2253.0,25.0,-267.0,-95.0,124,96,104,113,106
601,-821.0,2505.0,-2118.0,-68.0,-437.0,-414.0,131,100,110,113,118
602,238.0,2618.0,-2460.0,-357.0,-725.0,-927.0,130,96,103,114,123
603,4682.0,1946.0,-534.0,-348.0,-794.0,-1175.0,135,68,102,120,130
604,6800.0,-6270.0,207.0,-460.0,-895.0,-581.0,146,83,115,118,131
605,4681.0,-7664.0,1095.0,208.0,37.0,210.0,133,65,101,113,125
606,1464.0,-2539.0,952.0,425.0,444.0,308.0,131,97,52,111,126
607,297.0,-1097.0,225.0,68.0,398.0,330.0,132,104,80,114,126
608,-133.0,-1100.0,202.0,115.0,87.0,302.0,134,116,69,116,126
609,-130.0,-1041.0,557.0,-70.0,132.0,260.0,142,120,106,124,133
610,-105.0,-590.0,573.0,42.0,133.0,269.0,142,124,89,127,137
611,-163.0,-261.0,137.0,102.0,188.0,272.0,149,120,108,128,135
612,-12.0,-91.0,200.0,62.0,263.0,266.0,143,123,110,124,132
613,-140.0,27.0,-93.0,77.0,215.0,263.0,138,125,100,126,133
614,-108.0,282.0,60.0,98.0,135.0,236.0,118,111,85,109,117
615,-373.0,174.0,547.0,-4.0,155.0,180.0,120,107,102,108,116
616,-479.0,398.0,-253.0,78.0,150.0,151.0,131,103,117,119,120
617,-597.0,1269.0,-937.0,153.0,89.0,92.0,128,114,119,120,122
618,-1208.0,1969.0,-2446.0,170.0,-120.0,-164.0,129,116,143,122,127
619,-1451.0,2521.0,-1992.0,0.0,-422.0,-633.0,139,121,117,122,129
620,304.0,2860.0,-1413.0,-78.0,-716.0,-1023.0,135,107,123,117,122
621,7811.0,-2532.0,-1226.0,-203.0,-1225.0,-721.0,129,103,114,121,131
622,5967.0,-5932.0,2621.0,131.0,-353.0,14.0,131,99,118,112,130
623,2837.0,-3026.0,2587.0,359.0,474.0,233.0,131,109,102,116,135
624,244.0,-1027.0,1616.0,227.0,566.0,179.0,143,125,104,111,144
625,-293.0,-668.0,462.0,-60.0,308.0,210.0,141,128,26,94,119
626,-175.0,-896.0,1857.0,-112.0,209.0,192.0,141,123,152,88,112
627,51.0,-1355.0,965.0,-109.0,230.0,225.0,140,93,93,99,118
628,180.0,-844.0,514.0,92.0,302.0,241.0,127,110,115,72,98
629,-21.0,-399.0,350.0,83.0,330.0,259.0,122,89,97,73,95
630,72.0,-252.0,347.0,15.0,339.0,262.0,117,92,100,71,93
631,41.0,-170.0,-218.0,39.0,286.0,261.0,96,89,84,60,64
632,-502.0,220.0,-382.0,57.0,210.0,264.0,86,90,75,60,55
633,-423.0,602.0,-715.0,54.0,123.0,217.0,92,82,68,66,65
634,-476.0,1242.0,-1590.0,143.0,22.0,79.0,91,92,84,70,68
635,-1807.0,2480.0,-4342.0,159.0,-432.0,-194.0,89,86,82,67,65
636,688.0,3152.0,-5594.0,242.0,-1195.0,-521.0,95,79,83,75,72
637,5682.0,-167.0,-2462.0,381.0,-1482.0,-286.0,102,91,100,82,78
638,5900.0,527.0,3348.0,616.0,-1029.0,-204.0,115,85,105,82,90
639,4916.0,506.0,6074.0,246.0,-155.0,-84.0,116,102,105,77,89
640,2814.0,250.0,3894.0,-173.0,208.0,82.0,106,80,96,70,81
641,1513.0,-183.0,2727.0,-240.0,328.0,115.0,102,76,94,67,76
642,882.0,161.0,2022.0,-232.0,478.0,100.0,99,75,112,80,83
643,145.0,113.0,1279.0,-247.0,520.0,79.0,102,69,103,79,93
644,-291.0,-124.0,489.0,-143.0,400.0,59.0,95,110,123,86,93
645,325.0,136.0,660.0,-179.0,370.0,61.0,102,105,122,87,99
646,-75.0,44.0,240.0,-186.0,354.0,75.0,107,115,124,88,98
647,-404.0,-319.0,49.0,-129.0,279.0,83.0,104,107,119,83,91
648,60.0,-21.0,244.0,-70.0,254.0,70.0,88,86,107,70,73
649,-187.0,-14.0,-44.0,-100.0,253.0,80.0,90,86,102,74,79
650,-595.0,5.0,-350.0,-82.0,183.0,143.0,94,99,98,67,79
651,-362.0,322.0,-590.0,-58.0,112.0,203.0,95,93,92,70,70
652,-687.0,1364.0,-1725.0,90.0,47.0,20.0,102,90,104,73,74
653,-2657.0,2437.0,-4616.0,217.0,-465.0,-408.0,99,102,109,75,76
654,1942.0,2967.0,-3815.0,192.0,-1379.0,-566.0,90,96,120,77,75
655,7445.0,-1673.0,-50.0,251.0,-1515.0,-272.0,110,100,113,85,92
656,6017.0,-1008.0,4880.0,491.0,-670.0,-168.0,119,96,115,80,104
657,3868.0,-640.0,5446.0,46.0,147.0,-64.0,111,100,107,76,86
658,2054.0,-502.0,2766.0,-205.0,395.0,95.0,109,80,89,71,88
659,894.0,-679.0,2236.0,-198.0,412.0,130.0,112,72,114,78,85
660,298.0,-441.0,1781.0,-150.0,346.0,166.0,107,100,91,81,101
661,339.0,-543.0,1651.0,-113.0,371.0,174.0,116,85,113,85,90
662,431.0,-313.0,1024.0,-118.0,381.0,168.0,126,104,101,77,100
663,416.0,-80.0,674.0,-137.0,449.0,143.0,130,107,111,80,99
664,234.0,-181.0,511.0,-124.0,472.0,159.0,122,105,119,75,95
665,-14.0,-182.0,67.0,-85.0,422.0,193.0,108,94,102,78,73
666,-91.0,-53.0,13.0,-58.0,383.0,215.0,115,99,70,73,81
667,-139.0,6.0,-201.0,-42.0,344.0,231.0,115,105,96,82,78
668,-375.0,163.0,-623.0,34.0,287.0,211.0,109,98,120,86,73
669,-655.0,586.0,-1017.0,132.0,188.0,156.0,124,97,90,83,79
670,-462.0,1196.0,-1200.0,123.0,80.0,79.0,126,110,112,87,84
671,-530.0,1960.0,-2400.0,59.0,-122.0,-96.0,125,116,81,87,84
672,-961.0,2791.0,-3096.0,107.0,-505.0,-471.0,116,119,88,91,77
673,515.0,3491.0,-3864.0,-39.0,-1061.0,-896.0,102,109,80,90,76
674,5999.0,273.0,-1620.0,-348.0,-1449.0,-886.0,80,112,75,72,61
675,6872.0,-4603.0,1979.0,-151.0,-886.0,-312.0,106,94,124,79,83
676,5572.0,-4820.0,2473.0,301.0,135.0,31.0,116,73,109,81,92
677,1087.0,-1862.0,1874.0,250.0,378.0,104.0,90,104,109,84,88
678,305.0,-1236.0,1917.0,-139.0,244.0,226.0,107,115,91,93,96
679,-64.0,-1203.0,1112.0,-70.0,228.0,212.0,97,130,24,94,103
680,-88.0,-837.0,956.0,7.0,273.0,189.0,110,109,131,99,102
681,-135.0,-625.0,704.0,16.0,293.0,206.0,114,129,120,100,107
682,-82.0,-281.0,471.0,-9.0,293.0,222.0,99,123,97,93,97
683,-13.0,-178.0,321.0,-12.0,293.0,211.0,105,118,107,87,82
684,-132.0,-88.0,239.0,-5.0,278.0,187.0,97,121,75,84,75
685,-281.0,-8.0,84.0,-34.0,241.0,172.0,98,112,108,87,81
686,-247.0,199.0,41.0,-77.0,205.0,167.0,110,127,99,98,90
687,-246.0,291.0,-178.0,-63.0,201.0,184.0,111,129,126,95,90
688,-400.0,1129.0,-1019.0,57.0,168.0,183.0,111,128,126,99,90
689,-1262.0,2229.0,-2730.0,229.0,-69.0,-114.0,117,132,111,84,83
690,-1091.0,3512.0,-2969.0,173.0,-545.0,-575.0,116,135,129,98,88
691,548.0,2615.0,-2171.0,-8.0,-1155.0,-856.0,91,117,92,74,82
692,6473.0,-2195.0,-974.0,-381.0,-1453.0,-618.0,113,120,96,87,101
693,7208.0,-5909.0,3088.0,20.0,-267.0,-57.0,135,108,122,104,121
694,2557.0,-3644.0,1669.0,282.0,475.0,46.0,125,113,112,100,126
695,641.0,-1543.0,1380.0,80.0,523.0,102.0,118,121,115,105,116
696,455.0,-1061.0,458.0,-197.0,342.0,203.0,115,111,20,102,115
697,115.0,-1235.0,584.0,-187.0,193.0,253.0,105,116,132,88,94
698,277.0,-968.0,534.0,-61.0,251.0,269.0,110,109,89,88,92
